,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Shaftsbury,,,,Shaftsbury Elementary School,27, ,,,35,34,30,40,37,,,,22,43, , ,,, ,, , ,, , ,268
,,,,,,,Woodford,,,,Woodford Hollow School,3, ,,,2,5, ,2,3,,,,2,3, , ,,, ,, , ,, , ,20
,,,,,,Windham Southwest SU,Readsboro,,,,Readsboro Elementary School,9,4,,, ,5,8,2,6,,,,5,6,8,8,,, ,, , ,, , ,61
,,,,,,,Stamford,,,,Stamford Elementary School, , ,,,5,10,5,14,5,,,,9,6,5,5,,, ,, , ,, , ,64
,,,,,,,,,,,County Total,307,4,,,327,313,289,336,309,,,,278,317,366,326,,,268,,297,282,,250, ,"4,269"
,Caledonia County,,,,,Caledonia Central SU,Barnet,,,,Barnet Elementary School,27, ,,,23,21,21,23,16,,,,20,23,22,21,,, ,, , ,, , ,217
,,,,,,,Danville,,,,Danville School,28, ,,,18,28,19,29,25,,,,22,25,32,22,,,23,,28,23,,34, ,356
,,,,,,,Peacham,,,,Peacham Elementary School,8, ,,,7,7,4,8,4,,,,7,4, , ,,, ,, , ,, , ,49
,,,,,,,Walden,,,,Walden School,12, ,,,7,9,6,12,9,,,,10,14,12,10,,, ,, , ,, , ,101
,,,,,,Caledonia North SU,Burke,,,,Burke Town School,23, ,,,17,25,18,24,23,,,,14,24,19,15,,, ,, , ,, , ,202
,,,,,,,Lyndon,,,,Lyndon Town School,71, ,,,51,43,45,49,59,,,,40,59,46,53,,, ,, , ,, , ,516
,,,,,,,Millers Run USD #37,,,,Millers Run School USD #37,12, ,,,10,13,15,13,10,,,,17,7,12,16,,, ,, , ,, , ,125
,,,,,,,Newark,,,,Newark School,2, ,,,5,6,6,4,10,,,,3,8,6,7,,, ,, , ,, , ,57
,,,,,,,Sutton,,,,Sutton School,7, ,,,10,17,13,9,10,,,,13,9,13,6,,, ,, , ,, , ,107
,,,,,,Essex Caledonia SU,Waterford,,,,Waterford Elementary School,15, ,,,16,12,9,21,14,,,,14,14,21,15,,, ,, , ,, , ,151
,,,,,,Orleans Southwest SU,Hardwick,,,,Hardwick Elementary School,35, ,,,41,28,39,37,24,,,,35,34, , ,,, ,, , ,, , ,273
,,,,,,,Hazen UHSD #26 (District),,,,Hazen UHSD #26 (School), , ,,, , , , , ,,,, , ,62,59,,,68,,59,67,,52,1,368
,,,,,,St Johnsbury SD,St Johnsbury,,,,St Johnsbury Schools,61, ,,,73,80,56,78,79,,,,72,64,54,73,,, ,, , ,, , ,690
,,,,,,,,,,,County Total,301, ,,,278,289,251,307,283,,,,267,285,299,297,,,91,,87,90,,86,1,"3,212"
,Chittenden County,,,,,Burlington SD,Burlington,,,,Burlington Senior High School, , ,,, , , , , ,,,, , , , ,,,263,,271,259,,262,2,"1,057"
,,,,,,,,,,,C P Smith School,30, ,,,53,62,37,58,39,,,,24, , , ,,, ,, , ,, , ,303
,,,,,,,,,,,Champlain School,312, ,,,57,42,62,42,59,,,,63, , , ,,, ,, , ,, , ,637
,,,,,,,,,,,Edmunds Elementary School, , ,,,55,53,63,64,65,,,,62, , , ,,, ,, , ,, , ,362
,,,,,,,,,,,Edmunds Middle School, , ,,, , , , , ,,,, ,130,135,125,,, ,, , ,, , ,390
,,,,,,,,,,,Integrated Arts Academy At HO Wheeler,30, ,,,43,40,44,52,43,,,,46, , , ,,, ,, , ,, , ,298
,,,,,,,,,,,J J Flynn School, , ,,,61,62,61,62,58,,,,57, , , ,,, ,, , ,, , ,361
,,,,,,,,,,,Lyman C Hunt Middle School, , ,,, , , , , ,,,, ,123,124,130,,, ,, , ,, , ,377
,,,,,,,,,,,Sustainability Academy At Lawrence Barnes,23, ,,,34,28,35,34,31,,,,38, , , ,,, ,, , ,, , ,223
,,,,,,Chittenden Central SU,Essex Community Education Center UHSD #46 (District),,,,Essex Community Education Center UHSD #46 (School), , ,,, , , , , ,,,, , , , ,,,310,,309,324,,343,9,"1,295"
,,,,,,,Essex Junction ID,,,,Albert D Lawton School, , ,,, , , , , ,,,, ,112,118,125,,, ,, , ,, , ,355
,,,,,,,,,,,Hiawatha School,18, ,,,56,59,56,63, ,,,, , , , ,,, ,, , ,, , ,252
,,,,,,,,,,,Summit Street School,64, ,,,56,51,58,62, ,,,, , , , ,,, ,, , ,, , ,291
,,,,,,,,,,,Thomas Fleming School, , ,,, , , , ,117,,,,113, , , ,,, ,, , ,, , ,230
,,,,,,,Westford,,,,Westford Elementary School,17, ,,,19,19,17,18,20,,,,20,19,24,23,,, ,, , ,, , ,196
,,,,,,Chittenden East SU,Bolton,,,,Smilie Memorial School (Bolton),20, ,,,9,11,13,10,9,,,, , , , ,,, ,, , ,, , ,72
,,,,,,,Huntington,,,,Brewster Pierce School,18, ,,,26,33,20,24,29,,,, , , , ,,, ,, , ,, , ,150
,,,,,,,Jericho,,,,Jericho Elementary School, , ,,,58,54,49,49,43,,,, , , , ,,, ,, , ,, , ,253
,,,,,,,Mt Mansfield USD #17 (District),,,,Browns River Middle USD #17, , ,,, , , , , ,,,,100,95,110,109,,, ,, , ,, , ,414
,,,,,,,,,,,Camels Hump Middle USD #17, , ,,, , , , , ,,,,103,94,98,84,,, ,, , ,, , ,379
,,,,,,,,,,,Mt Mansfield USD #17 (School), , ,,, , , , , ,,,, , , , ,,,212,,190,219,,228, ,849
,,,,,,,Richmond,,,,Richmond Elementary School,22, ,,,48,50,59,49,47,,,, , , , ,,, ,, , ,, , ,275
,,,,,,,Underhill ID,,,,Underhill ID School, , ,,,12,20,17,25,22,,,, , , , ,,, ,, , ,, , ,96
,,,,,,,Underhill Town,,,,Underhill Central School,18, ,,,18,24,25,39,41,,,, , , , ,,, ,, , ,, , ,165
,,,,,,Chittenden South SU,Champlain Valley UHSD #15 (District),,,,Champlain Valley UHSD #15 (School), , ,,, , , , , ,,,, , , , ,,,318,,308,341,,278, ,"1,245"
,,,,,,,Charlotte,,,,Charlotte Central School,50,38,,, ,35,54,38,54,,,,51,45,48,52,,, ,, , ,, , ,465
,,,,,,,Hinesburg,,,,Hinesburg Community School,83, ,,,72,51,57,63,41,,,,55,50,55,52,,, ,, , ,, , ,579
,,,,,,,Shelburne,,,,Shelburne Community School,94, ,,,84,74,86,81,78,,,,75,103,71,85,,, ,, , ,, , ,831
,,,,,,,Williston,,,,Williston Schools,100, ,,,84,113,109,106,108,,,,138,124,121,121,,, ,, , ,, , ,"1,124"
,,,,,,Colchester SD,Colchester,,,,Colchester High School, , ,,, , , , , ,,,, , , , ,,,199,,178,174,,162,3,716
,,,,,,,,,,,Colchester Middle School, , ,,, , , , , ,,,, ,123,166,157,,, ,, , ,, , ,446
,,,,,,,,,,,Malletts Bay School,63, ,,, , , ,159,147,,,,156, , , ,,, ,, , ,, , ,525
,,,,,,,,,,,Porters Point School, , ,,,97,86,79, , ,,,, , , , ,,, ,, , ,, , ,262
,,,,,,,,,,,Union Memorial School, , ,,,88,84,74, , ,,,, , , , ,,, ,, , ,, , ,246
,,,,,,Essex Town SD,Essex Town,,,,Essex Elementary School,87, ,,,119,150,117, , ,,,, , , , ,,, ,, , ,, , ,473
,,,,,,,,,,,Essex Middle School, , ,,, , , , , ,,,, ,122,157,133,,, ,, , ,, , ,412
,,,,,,,,,,,Founders Memorial School, , ,,, , , ,134,124,,,,149, , , ,,, ,, , ,, , ,407
,,,,,,Milton SD,Milton ID,,,,Milton Elementary School,113, ,,,118,114,120,113,105,,,,111, , , ,,, ,, , ,, , ,794
,,,,,,,,,,,Milton Middle School, , ,,, , , , , ,,,, ,111,121,119,,, ,, , ,, , ,351
,,,,,,,,,,,Milton Senior High School, , ,,, , , , , ,,,, , , , ,,,132,,122,125,,145,4,528
,,,,,,South Burlington SD,South Burlington,,,,Chamberlin School,205, ,,,33,51,43,42,31,,,,38, , , ,,, ,, , ,, , ,443
,,,,,,,,,,,Frederick H Tuttle Middle School, , ,,, , , , , ,,,, ,190,161,205,,, ,, , ,, , ,556
,,,,,,,,,,,Orchard School, , ,,,50,67,59,57,69,,,,53, , , ,,, ,, , ,, , ,355
,,,,,,,,,,,Rick Marcotte Central School, , ,,,64,55,64,57,62,,,,64, , , ,,, ,, , ,, , ,366
,,,,,,,,,,,South Burlington High School, , ,,, , , , , ,,,, , , , ,,,210,,215,215,,210,2,852
,,,,,,Winooski SD,Winooski ID,,,,J F Kennedy Elementary School,59, ,,,66,58,57,57,52,,,,54, , , ,,, ,, , ,, , ,403
,,,,,,,,,,,Winooski High School, , ,,, , , , , ,,,, , , , ,,,40,,66,51,,46,16,219
,,,,,,,,,,,Winooski Middle School, , ,,, , , , , ,,,, ,53,46,54,,, ,, , ,, , ,153
,,,,,,,,,,,County Total,"1,426",38,,,"1,480","1,546","1,535","1,558","1,494",,,,"1,570","1,494","1,555","1,574",,,"1,684",,"1,659","1,708",,"1,674",36,"22,031"
,Essex County,,,,,Essex Caledonia SU,Concord,,,,Concord School,14, ,,,16,14,16,17,11,,,,14,16,17,19,,,16,,25,13,,10, ,218
,,,,,,,Guildhall,,,,Guildhall Elementary School, , ,,,3,2,5,4,2,,,,3, , , ,,, ,, , ,, , ,19
,,,,,,,Lunenburg,,,,Lunenburg Schools,25,4,,, ,10,12,13,8,,,,12,5,9,12,,, ,, , ,, , ,110
,,,,,,Essex North SU,Canaan,,,,Canaan Schools,12, ,,,12,8,9,10,13,,,,12,18,14,8,,,17,,24,12,,15, ,184
,,,,,,North Country SU,Brighton,,,,Brighton Elementary School,16, ,,,13,6,9,3,4,,,,9,7,9,15,,, ,, , ,, , ,91
,,,,,,,,,,,County Total,67,4,,,44,40,51,47,38,,,,50,46,49,54,,,33,,49,25,,25, ,622
,Franklin County,,,,,Franklin Central SU,Bellows Free Academy UHSD #48,,,,Bellows Free Academy (St Albans), , ,,, , , , , ,,,, , , , ,,,262,,267,260,,239,3,"1,031"
,,,,,,,Fairfield,,,,Fairfield Center School,21, ,,,25,22,17,26,17,,,,17,25,28,29,,, ,, , ,, , ,227
,,,,,,,St Albans City,,,,St Albans City School,66, ,,,99,82,77,76,81,,,,68,81,67,71,,, ,, , ,, , ,768
,,,,,,,St Albans Town,,,,St Albans Town Education Center,43, ,,,71,95,79,77,65,,,,67,86,83,83,,, ,, , ,, , ,749
,,,,,,Franklin Northeast SU,Bakersfield,,,,Bakersfield School,17, ,,,18,15,10,18,17,,,,14,17,18,15,,, ,, , ,, , ,159
,,,,,,,Berkshire,,,,Berkshire Elementary School,23, ,,,17,16,16,23,32,,,,19,19,16,20,,, ,, , ,, , ,201
,,,,,,,Enosburgh,,,,Enosburg Falls Elementary School,40, ,,,39,29,31,28,44,,,,42, , , ,,, ,, , ,, , ,253
,,,,,,,,,,,Enosburg Falls Junior/Senior High School, , ,,, , , , , ,,,, ,42,26,36,,,72,,79,78,,84,1,418
,,,,,,,Montgomery,,,,Montgomery Center School,18, ,,,11,15,11,11,10,,,,8,16,11,19,,, ,, , ,, , ,130
,,,,,,,Richford,,,,Richford Elementary School,37, ,,,21,32,32,38,35,,,,19,30, , ,,, ,, , ,, , ,244
,,,,,,,,,,,Richford Junior/Senior High School, , ,,, , , , , ,,,, , ,36,31,,,41,,31,42,,44, ,225
,,,,,,Franklin Northwest SU,Franklin,,,,Franklin Central School,18,18,,, ,20,15,17,19,,,,21,19, , ,,, ,, , ,, , ,147
,,,,,,,Highgate,,,,Highgate Schools,29, ,,,53,37,47,43,47,,,,36,28, , ,,, ,, , ,, , ,320
,,,,,,,Missisquoi Valley UHSD #7 (District),,,,Missisquoi Valley UHSD #7 (School), , ,,, , , , , ,,,, , ,137,127,,,162,,129,161,,135,5,856
,,,,,,,Sheldon,,,,Sheldon Elementary School,26, ,,,29,37,27,33,27,,,,23,26,30,20,,, ,, , ,, , ,278
,,,,,,,Swanton,,,,Swanton Schools,56, ,,,62,72,69,75,84,,,,82,80, , ,,, ,, , ,, , ,580
,,,,,,Franklin West SU,Fairfax,,,,Bellows Free Academy (Fairfax),34, ,,,63,58,59,53,63,,,,55,54,73,61,,, ,, , ,, , ,573
,,,,,,,,,,,Bellows Free Academy High School (Fairfax), , ,,, , , , , ,,,, , , , ,,,85,,86,88,,70, ,329
,,,,,,,Fletcher,,,,Fletcher Elementary School,20, ,,,9,28,19,20,17,,,,20,16, , ,,, ,, , ,, , ,149
,,,,,,,Georgia,,,,Georgia Elementary/Middle School,76, ,,,66,54,56,63,65,,,,55,60,61,71,,, ,, , ,, , ,627
,,,,,,,,,,,County Total,524,18,,,583,612,565,601,623,,,,546,599,586,583,,,622,,592,629,,572,9,"8,264"
,Grafton (NH) County,,,,,Rivendell Interstate School District,Rivendell Interstate School District,,,,Rivendell Academy, , ,,, , , , , ,,,, , ,34,43,,,29,,35,34,,32, ,207
,,,,,,,,,,,County Total, , ,,, , , , , ,,,, , ,34,43,,,29,,35,34,,32, ,207
,Grand Isle County,,,,,Grand Isle SU,Alburgh,,,,Alburgh Community Education Center,23, ,,,21,18,16,27,25,,,,19,15,26,20,,, ,, , ,, , ,210
,,,,,,,Grand Isle,,,,Grand Isle Elementary School,28, ,,,15,11,25,25,22,,,,25,17,22,23,,, ,, , ,, , ,213
,,,,,,,Isle Lamotte,,,,Isle La Motte Elementary School,7, ,,,5,6,2,5,1,,,,2,3, , ,,, ,, , ,, , ,31
,,,,,,,North Hero,,,,North Hero Elementary School,10, ,,,9,10,4,3,8,,,,7,2, , ,,, ,, , ,, , ,53
,,,,,,,South Hero,,,,Folsom Education and Community Center,18, ,,,14,14,9,14,9,,,,13,17,10,14,,, ,, , ,, , ,132
,,,,,,,,,,,County Total,86, ,,,64,59,56,74,65,,,,66,54,58,57,,, ,, , ,, , ,639
,Lamoille County,,,,,Lamoille North SU,Cambridge,,,,Cambridge Elementary School,36, ,,,57,59,48,52,51,,,,39,35, , ,,, ,, , ,, , ,377
,,,,,,,Eden,,,,Eden Central School,21, ,,,20,19,13,15,15,,,,13,15, , ,,, ,, , ,, , ,131
,,,,,,,Hyde Park,,,,Hyde Park Elementary School,30, ,,,33,32,33,34,30,,,,31,26, , ,,, ,, , ,, , ,249
,,,,,,,Johnson,,,,Johnson Elementary School,35, ,,,38,36,35,29,36,,,,27,21, , ,,, ,, , ,, , ,257
,,,,,,,Lamoille UHSD #18 (District),,,,Lamoille UHSD #18 (School), , ,,, , , , , ,,,, , , , ,,,143,,144,138,,127, ,552
,,,,,,,,,,,Lamoille Union Middle School #18, , ,,, , , , , ,,,, , ,124,121,,, ,, , ,, , ,245
,,,,,,,Waterville,,,,Waterville Elementary School,14, ,,,11,14,11,11,10,,,,12,12, , ,,, ,, , ,, , ,95
,,,,,,Lamoille South SU,Elmore,,,,Lake Elmore School, , ,,, ,5,9,6, ,,,, , , , ,,, ,, , ,, , ,20
,,,,,,,Morristown,,,,Morristown Elementary Schools,88, ,,,65,50,43,72,48,,,, , , , ,,, ,, , ,, , ,366
,,,,,,,,,,,Peoples Academy, , ,,, , , , , ,,,, , , , ,,,61,,69,62,,56,1,249
,,,,,,,,,,,Peoples Academy Middle School, , ,,, , , , , ,,,,63,69,79,70,,, ,, , ,, , ,281
,,,,,,,Stowe,,,,Stowe Elementary School,62, ,,,53,60,42,62,50,,,,57, , , ,,, ,, , ,, , ,386
,,,,,,,,,,,Stowe Middle/High School, , ,,, , , , , ,,,, ,59,57,58,,,64,,54,60,,55,1,408
,,,,,,Orleans Southwest SU,Wolcott,,,,Wolcott Elementary School,18, ,,,22,22,16,19,18,,,,15,20, , ,,, ,, , ,, , ,150
,,,,,,,,,,,County Total,304, ,,,299,297,250,300,258,,,,257,257,260,249,,,268,,267,260,,238,2,"3,766"
,Orange County,,,,,Blue Mountain SD,Blue Mountain USD #21 (District),,,,Blue Mountain USD #21 (School),44, ,,,29,27,44,34,36,,,,30,29,24,22,,,27,,29,29,,26, ,430
,,,,,,Orange East SU,Bradford ID,,,,Bradford Elementary School,27, ,,,35,36,26,32,31,,,,34,16, , ,,, ,, , ,, , ,237
,,,,,,,Newbury,,,,Newbury Elementary School,18, ,,,18,24,17,16,17,,,,10,22, , ,,, ,, , ,, , ,142
,,,,,,,Oxbow UHSD #30 (District),,,,Oxbow UHSD #30 (School), , ,,, , , , , ,,,, , ,49,49,,,74,,84,68,,66, ,390
,,,,,,,Thetford,,,,Thetford Elementary School,8, ,,,22,28,27,26,32,,,,33,34, , ,,, ,, , ,, , ,210
,,,,,,,Waits River Valley USD #36 (District),,,,Waits River Valley USD #36 (School),24, ,,,28,32,25,14,26,,,,20,29,20,27,,, ,, , ,, , ,245
,,,,,,Orange North SU,Orange,,,,Orange Center School, , ,,,17,9,10,13,16,,,,3,15,9,11,,, ,, , ,, , ,103
,,,,,,,Washington,,,,Washington Village School,11, ,,,7,9,7,14,10,,,,9,14,7,8,,, ,, , ,, , ,96
,,,,,,,Williamstown,,,,Williamstown Elementary School,32, ,,,34,32,40,26,38,,,,36, , , ,,, ,, , ,, , ,238
,,,,,,,,,,,Williamstown Middle/High School, , ,,, , , , , ,,,, ,44,40,37,,,69,,46,38,,40,2,316
,,,,,,Orange Southwest SU,Braintree,,,,Braintree School,2, ,,,23,9,9,11,11,,,,7,15, , ,,, ,, , ,, , ,87
,,,,,,,Brookfield,,,,Brookfield School,1, ,,,8,8,8,6,7,,,,11,9, , ,,, ,, , ,, , ,58
,,,,,,,Randolph,,,,Randolph Elementary School,5,50,,, ,47,38,56,42,,,,38,52, , ,,, ,, , ,, , ,328
,,,,,,,Randolph UHSD #2 (District),,,,Randolph UHSD #2 (School), , ,,, , , , , ,,,, , ,74,68,,,69,,98,70,,65,1,445
,,,,,,Orange Windsor SU,Chelsea,,,,Chelsea Elementary High School,2,23,,, ,11,13,11,11,,,,13,10,18,10,,,18,,27,19,,8, ,194
,,,,,,,Strafford,,,,Newton Elementary School,4, ,,,7,11,15,7,17,,,,13,15,13,18,,, ,, , ,, , ,120
,,,,,,,Tunbridge,,,,Tunbridge Central School, , ,,,14,15,14,12,13,,,,16,10,16,11,,, ,, , ,, , ,121
,,,,,,Rivendell Interstate School District,Rivendell Interstate School District,,,,Samuel Morey Elementary School,17, ,,,24,22,24,16,21,,,,19,36, , ,,, ,, , ,, , ,179
,,,,,,,,,,,Westshire School,24, ,,,17,14,9,17,13,,,, , , , ,,, ,, , ,, , ,94
,,,,,,,,,,,County Total,219,73,,,283,334,326,311,341,,,,292,350,270,261,,,257,,284,224,,205,3,"4,033"
,Orleans County,,,,,North Country SU,Charleston,,,,Charleston Elementary School,16, ,,,17,18,9,10,16,,,,11,12,11,10,,, ,, , ,, , ,130
,,,,,,,Coventry,,,,Coventry Village School,1, ,,,10,14,13,11,12,,,,8,10,10,13,,, ,, , ,, , ,102
,,,,,,,Derby,,,,Derby Elementary School,35, ,,,53,50,45,53,42,,,,56,50, , ,,, ,, , ,, , ,384
,,,,,,,Holland,,,,Holland Elementary School,8,6,,, ,6,10,5,9,,,,12,11, , ,,, ,, , ,, , ,67
,,,,,,,Jay/Westfield Joint Elementary District,,,,Jay/Westfield Joint School,5, ,,,12,4,12,7,14,,,,18,14, , ,,, ,, , ,, , ,86
,,,,,,,Lowell,,,,Lowell Graded School,12, ,,,6,13,13,10,11,,,,14,10,14,15,,, ,, , ,, , ,118
,,,,,,,Newport City,,,,Newport City Elementary Schools,26, ,,,40,52,53,31,48,,,,53,40, , ,,, ,, , ,, , ,343
,,,,,,,Newport Town,,,,Newport Town School,11, ,,,11,13,16,16,12,,,,9,16, , ,,, ,, , ,, , ,104
,,,,,,,North Country Junior UHSD #22 (District),,,,North Country Junior UHSD #22 (School), , ,,, , , , , ,,,, , ,134,123,,, ,, , ,, , ,257
,,,,,,,North Country Senior UHSD #22 (District),,,,North Country Senior UHSD #22 (School), , ,,, , , , , ,,,, , , , ,,,199,,208,236,,193, ,836
,,,,,,,Troy,,,,Troy School,21, ,,,21,16,21,17,20,,,,22,21,19,21,,, ,, , ,, , ,199
,,,,,,Orleans Central SU,Albany,,,,Albany Community School,14, ,,,10,13,5,8,8,,,,12,9,10,6,,, ,, , ,, , ,95
,,,,,,,Barton ID,,,,Barton Graded School,20, ,,,23,14,18,17,13,,,,17,21,16,22,,, ,, , ,, , ,181
,,,,,,,Brownington,,,,Brownington Central School,8, ,,,15,14,11,12,7,,,,13,10,14,12,,, ,, , ,, , ,116
,,,,,,,Glover,,,,Glover Community School,13, ,,,16,14,13,15,8,,,,15,14,17,10,,, ,, , ,, , ,135
,,,,,,,Irasburg,,,,Irasburg Village School,13, ,,,16,12,17,15,19,,,,6,18,10,21,,, ,, , ,, , ,147
,,,,,,,Lake Region UHSD #24 (District),,,,Lake Region UHSD #24 (School), , ,,, , , , , ,,,, , , , ,,,91,,85,97,,72, ,345
,,,,,,,Orleans ID,,,,Orleans Elementary School,11, ,,,10,15,13,10,14,,,,7,14,9,11,,, ,, , ,, , ,114
,,,,,,Orleans Southwest SU,Craftsbury,,,,Craftsbury Schools,6, ,,,8,9,7,9,9,,,,10,8,17,14,,,17,,27,14,,12, ,167
